Network_Reward,Group_A_Reward,Group_B_Reward,tls_1,tls_2,tls_3,tls_4,tls_5,tls_6,tls_7,tls_8
-1890.0,-942.0,-948.0,-235.5,-235.5,-235.5,-235.5,-237.0,-237.0,-237.0,-237.0
-1717.5,-865.5,-852.0,-216.375,-216.375,-216.375,-216.375,-213.0,-213.0,-213.0,-213.0
-1781.5,-934.0,-847.5,-233.5,-233.5,-233.5,-233.5,-211.875,-211.875,-211.875,-211.875
-1779.5,-869.5,-910.0,-217.375,-217.375,-217.375,-217.375,-227.5,-227.5,-227.5,-227.5
-1662.5,-865.5,-797.0,-216.375,-216.375,-216.375,-216.375,-199.25,-199.25,-199.25,-199.25
-1760.5,-942.0,-818.5,-235.5,-235.5,-235.5,-235.5,-204.625,-204.625,-204.625,-204.625
-1643.5,-745.0,-898.5,-186.25,-186.25,-186.25,-186.25,-224.625,-224.625,-224.625,-224.625
-1594.5,-838.5,-756.0,-209.625,-209.625,-209.625,-209.625,-189.0,-189.0,-189.0,-189.0
-1901.0,-945.5,-955.5,-236.375,-236.375,-236.375,-236.375,-238.875,-238.875,-238.875,-238.875
-1817.0,-922.5,-894.5,-230.625,-230.625,-230.625,-230.625,-223.625,-223.625,-223.625,-223.625
-1577.0,-849.5,-727.5,-212.375,-212.375,-212.375,-212.375,-181.875,-181.875,-181.875,-181.875
-1753.5,-854.0,-899.5,-213.5,-213.5,-213.5,-213.5,-224.875,-224.875,-224.875,-224.875
-1644.0,-824.5,-819.5,-206.125,-206.125,-206.125,-206.125,-204.875,-204.875,-204.875,-204.875
-1761.0,-858.0,-903.0,-214.5,-214.5,-214.5,-214.5,-225.75,-225.75,-225.75,-225.75
-1778.5,-917.0,-861.5,-229.25,-229.25,-229.25,-229.25,-215.375,-215.375,-215.375,-215.375
-1816.0,-981.5,-834.5,-245.375,-245.375,-245.375,-245.375,-208.625,-208.625,-208.625,-208.625
-1793.0,-875.0,-918.0,-218.75,-218.75,-218.75,-218.75,-229.5,-229.5,-229.5,-229.5
-1778.0,-892.0,-886.0,-223.0,-223.0,-223.0,-223.0,-221.5,-221.5,-221.5,-221.5
-1945.0,-931.0,-1014.0,-232.75,-232.75,-232.75,-232.75,-253.5,-253.5,-253.5,-253.5
-1747.5,-860.0,-887.5,-215.0,-215.0,-215.0,-215.0,-221.875,-221.875,-221.875,-221.875
-1640.0,-935.5,-704.5,-233.875,-233.875,-233.875,-233.875,-176.125,-176.125,-176.125,-176.125
-1726.5,-812.0,-914.5,-203.0,-203.0,-203.0,-203.0,-228.625,-228.625,-228.625,-228.625
-1806.5,-915.0,-891.5,-228.75,-228.75,-228.75,-228.75,-222.875,-222.875,-222.875,-222.875
-1583.5,-804.5,-779.0,-201.125,-201.125,-201.125,-201.125,-194.75,-194.75,-194.75,-194.75
-1742.5,-889.5,-853.0,-222.375,-222.375,-222.375,-222.375,-213.25,-213.25,-213.25,-213.25
-1677.5,-830.0,-847.5,-207.5,-207.5,-207.5,-207.5,-211.875,-211.875,-211.875,-211.875
-1580.5,-807.0,-773.5,-201.75,-201.75,-201.75,-201.75,-193.375,-193.375,-193.375,-193.375
-1651.0,-807.5,-843.5,-201.875,-201.875,-201.875,-201.875,-210.875,-210.875,-210.875,-210.875
-1720.0,-842.5,-877.5,-210.625,-210.625,-210.625,-210.625,-219.375,-219.375,-219.375,-219.375
-1660.5,-912.5,-748.0,-228.125,-228.125,-228.125,-228.125,-187.0,-187.0,-187.0,-187.0
-1813.5,-921.0,-892.5,-230.25,-230.25,-230.25,-230.25,-223.125,-223.125,-223.125,-223.125
-1545.5,-776.5,-769.0,-194.125,-194.125,-194.125,-194.125,-192.25,-192.25,-192.25,-192.25
-1532.5,-781.5,-751.0,-195.375,-195.375,-195.375,-195.375,-187.75,-187.75,-187.75,-187.75
-1692.5,-872.0,-820.5,-218.0,-218.0,-218.0,-218.0,-205.125,-205.125,-205.125,-205.125
-1691.0,-846.5,-844.5,-211.625,-211.625,-211.625,-211.625,-211.125,-211.125,-211.125,-211.125
-1728.0,-862.0,-866.0,-215.5,-215.5,-215.5,-215.5,-216.5,-216.5,-216.5,-216.5
-1823.0,-980.5,-842.5,-245.125,-245.125,-245.125,-245.125,-210.625,-210.625,-210.625,-210.625
-1722.0,-868.5,-853.5,-217.125,-217.125,-217.125,-217.125,-213.375,-213.375,-213.375,-213.375
-1556.0,-814.0,-742.0,-203.5,-203.5,-203.5,-203.5,-185.5,-185.5,-185.5,-185.5
-1723.0,-876.0,-847.0,-219.0,-219.0,-219.0,-219.0,-211.75,-211.75,-211.75,-211.75
-1611.0,-894.5,-716.5,-223.625,-223.625,-223.625,-223.625,-179.125,-179.125,-179.125,-179.125
-1722.0,-836.5,-885.5,-209.125,-209.125,-209.125,-209.125,-221.375,-221.375,-221.375,-221.375
-1613.0,-879.5,-733.5,-219.875,-219.875,-219.875,-219.875,-183.375,-183.375,-183.375,-183.375
-1724.0,-835.5,-888.5,-208.875,-208.875,-208.875,-208.875,-222.125,-222.125,-222.125,-222.125
-1542.0,-756.0,-786.0,-189.0,-189.0,-189.0,-189.0,-196.5,-196.5,-196.5,-196.5
-1679.5,-830.0,-849.5,-207.5,-207.5,-207.5,-207.5,-212.375,-212.375,-212.375,-212.375
-1630.0,-858.0,-772.0,-214.5,-214.5,-214.5,-214.5,-193.0,-193.0,-193.0,-193.0
-1540.0,-843.5,-696.5,-210.875,-210.875,-210.875,-210.875,-174.125,-174.125,-174.125,-174.125
-1525.5,-810.0,-715.5,-202.5,-202.5,-202.5,-202.5,-178.875,-178.875,-178.875,-178.875
-2127.5,-946.5,-1181.0,-236.625,-236.625,-236.625,-236.625,-295.25,-295.25,-295.25,-295.25
-1450.5,-741.0,-709.5,-185.25,-185.25,-185.25,-185.25,-177.375,-177.375,-177.375,-177.375
-1658.0,-827.5,-830.5,-206.875,-206.875,-206.875,-206.875,-207.625,-207.625,-207.625,-207.625
-1782.5,-973.5,-809.0,-243.375,-243.375,-243.375,-243.375,-202.25,-202.25,-202.25,-202.25
-1653.5,-850.5,-803.0,-212.625,-212.625,-212.625,-212.625,-200.75,-200.75,-200.75,-200.75
-1791.5,-913.5,-878.0,-228.375,-228.375,-228.375,-228.375,-219.5,-219.5,-219.5,-219.5
-1619.5,-850.5,-769.0,-212.625,-212.625,-212.625,-212.625,-192.25,-192.25,-192.25,-192.25
-1597.0,-793.0,-804.0,-198.25,-198.25,-198.25,-198.25,-201.0,-201.0,-201.0,-201.0
-1685.5,-848.0,-837.5,-212.0,-212.0,-212.0,-212.0,-209.375,-209.375,-209.375,-209.375
-1517.5,-737.0,-780.5,-184.25,-184.25,-184.25,-184.25,-195.125,-195.125,-195.125,-195.125
-1804.5,-943.0,-861.5,-235.75,-235.75,-235.75,-235.75,-215.375,-215.375,-215.375,-215.375
-1815.0,-902.5,-912.5,-225.625,-225.625,-225.625,-225.625,-228.125,-228.125,-228.125,-228.125
-1752.0,-946.0,-806.0,-236.5,-236.5,-236.5,-236.5,-201.5,-201.5,-201.5,-201.5
-1798.5,-1026.5,-772.0,-256.625,-256.625,-256.625,-256.625,-193.0,-193.0,-193.0,-193.0
-1570.0,-790.5,-779.5,-197.625,-197.625,-197.625,-197.625,-194.875,-194.875,-194.875,-194.875
-1628.5,-896.5,-732.0,-224.125,-224.125,-224.125,-224.125,-183.0,-183.0,-183.0,-183.0
-1491.5,-767.5,-724.0,-191.875,-191.875,-191.875,-191.875,-181.0,-181.0,-181.0,-181.0
-1651.5,-939.0,-712.5,-234.75,-234.75,-234.75,-234.75,-178.125,-178.125,-178.125,-178.125
-1709.0,-874.5,-834.5,-218.625,-218.625,-218.625,-218.625,-208.625,-208.625,-208.625,-208.625
-1592.0,-865.0,-727.0,-216.25,-216.25,-216.25,-216.25,-181.75,-181.75,-181.75,-181.75
-1789.5,-978.0,-811.5,-244.5,-244.5,-244.5,-244.5,-202.875,-202.875,-202.875,-202.875
-1569.0,-748.0,-821.0,-187.0,-187.0,-187.0,-187.0,-205.25,-205.25,-205.25,-205.25
-1751.5,-970.5,-781.0,-242.625,-242.625,-242.625,-242.625,-195.25,-195.25,-195.25,-195.25
-1693.0,-903.5,-789.5,-225.875,-225.875,-225.875,-225.875,-197.375,-197.375,-197.375,-197.375
-1675.0,-899.5,-775.5,-224.875,-224.875,-224.875,-224.875,-193.875,-193.875,-193.875,-193.875
-1507.0,-837.5,-669.5,-209.375,-209.375,-209.375,-209.375,-167.375,-167.375,-167.375,-167.375
-1862.5,-1043.0,-819.5,-260.75,-260.75,-260.75,-260.75,-204.875,-204.875,-204.875,-204.875
-2209.0,-1396.0,-813.0,-349.0,-349.0,-349.0,-349.0,-203.25,-203.25,-203.25,-203.25
-1949.5,-1001.0,-948.5,-250.25,-250.25,-250.25,-250.25,-237.125,-237.125,-237.125,-237.125
-1587.0,-810.0,-777.0,-202.5,-202.5,-202.5,-202.5,-194.25,-194.25,-194.25,-194.25
-1668.0,-921.0,-747.0,-230.25,-230.25,-230.25,-230.25,-186.75,-186.75,-186.75,-186.75
-1919.0,-1024.5,-894.5,-256.125,-256.125,-256.125,-256.125,-223.625,-223.625,-223.625,-223.625
-1825.5,-930.5,-895.0,-232.625,-232.625,-232.625,-232.625,-223.75,-223.75,-223.75,-223.75
-1734.0,-940.5,-793.5,-235.125,-235.125,-235.125,-235.125,-198.375,-198.375,-198.375,-198.375
-1690.0,-907.5,-782.5,-226.875,-226.875,-226.875,-226.875,-195.625,-195.625,-195.625,-195.625
-1471.0,-712.5,-758.5,-178.125,-178.125,-178.125,-178.125,-189.625,-189.625,-189.625,-189.625
-1779.0,-936.5,-842.5,-234.125,-234.125,-234.125,-234.125,-210.625,-210.625,-210.625,-210.625
-1563.5,-767.5,-796.0,-191.875,-191.875,-191.875,-191.875,-199.0,-199.0,-199.0,-199.0
-1673.0,-941.0,-732.0,-235.25,-235.25,-235.25,-235.25,-183.0,-183.0,-183.0,-183.0
-1769.5,-992.5,-777.0,-248.125,-248.125,-248.125,-248.125,-194.25,-194.25,-194.25,-194.25
